order_id,customer_id,order_date,delivery_date,total_amount,discount_applied,tax_amount,shipping_cost,order_status,payment_method,notes
238,4100,2022-11-08,2022-11-14,5047.78,15.1,24.74,10.63,Cancelled,Cash,Attack course above sea film prepare main beautiful.
239,7537,2024-11-22,2024-11-24,1393.08,19.22,16.59,15.45,Delivered,Cash,Growth tend deal side room agency college.
240,8035,2024-06-20,2024-06-27,9399.96,24.17,21.78,17.7,Returned,Cash,Medical check day ever or few.
241,7837,2022-12-26,2023-01-04,5929.59,1.02,10.21,17.28,Shipped,Debit Card,Kid daughter without office ball.
242,6431,2024-12-05,2024-12-08,5459.54,7.54,16.94,13.86,Delivered,PayPal,Young now best state apply behind natural deal.
243,9008,2024-04-07,2024-04-15,3926.9399999999996,19.61,14.9,19.5,Pending,PayPal,Successful bar society alone right entire.
244,8235,2023-04-25,2023-05-05,6723.59,12.86,7.49,17.75,Delivered,Debit Card,Would population over cause positive now worry us.
245,2239,2023-08-08,2023-08-11,3548.95,29.03,21.02,11.34,Cancelled,Debit Card,Leader crime class yourself structure.
246,4459,2023-10-26,2023-11-02,9261.93,29.53,20.55,18.42,Pending,PayPal,Discussion while structure image price capital nature.
247,848,2022-02-07,2022-02-17,2197.29,9.18,21.99,16.69,Cancelled,Credit Card,Mrs quality speak stand.
248,9968,2022-02-05,2022-02-12,11161.01,23.62,20.37,5.19,Pending,Credit Card,Class past tax table drug.
249,573,2022-02-25,2022-02-27,8540.16,13.52,15.38,19.07,Delivered,Cash,Ahead hundred citizen attorney.
250,3798,2023-01-02,2023-01-11,2436.5699999999997,18.92,19.57,9.25,Cancelled,Debit Card,Discuss cold commercial his exist there join.
251,9085,2022-11-03,2022-11-05,1184.02,18.13,7.09,6.61,Returned,PayPal,Cover whatever wall case travel.
252,8157,2024-12-17,2024-12-25,638.07,2.03,9.38,6.64,Pending,PayPal,Financial feel century special front structure able necessary.
253,2062,2022-09-12,2022-09-18,8376.39,27.98,15.83,8.8,Shipped,PayPal,Organization tree father top.
254,1697,2024-10-18,2024-10-21,4408.34,2.6,23.06,14.84,Shipped,PayPal,Send for decision hundred social sit term.
255,236,2024-06-07,2024-06-13,5953.41,17.33,8.32,13.66,Pending,Debit Card,Item any you.
256,9253,2023-09-26,2023-10-03,6724.14,13.45,17.5,17.31,Pending,Debit Card,Order upon sell key.
257,4046,2023-03-04,2023-03-08,2644.1400000000003,16.73,19.19,15.19,Cancelled,Cash,Force herself growth use officer.
258,595,2023-09-03,2023-09-11,5312.45,29.81,12.74,7.48,Returned,PayPal,Resource environment trip.
259,3310,2024-05-05,2024-05-08,6351.66,23.43,21.63,5.25,Shipped,Cash,Leg page interesting modern.
260,3570,2023-05-17,2023-05-27,3906.56,16.01,10.74,15.04,Shipped,Credit Card,Represent method company buy.
261,1638,2023-12-30,2024-01-09,3923.08,15.32,13.15,7.42,Returned,Debit Card,Movie kind ok do board fill name.
262,140,2023-12-30,2024-01-08,9125.720000000001,5.41,20.04,8.64,Shipped,Credit Card,Bag old issue security during culture.
263,2006,2024-02-28,2024-03-08,5128.07,10.45,11.18,6.2,Delivered,Credit Card,When also fear necessary him hair give think.
264,3658,2023-05-08,2023-05-13,5308.22,24.75,7.11,17.19,Returned,Cash,Bad black American detail.
265,5589,2023-01-07,2023-01-09,0.0,13.13,13.98,17.63,Cancelled,Credit Card,Energy level power everybody accept statement.
266,9154,2023-02-11,2023-02-15,6916.07,16.58,7.7,5.5,Shipped,Credit Card,One position really its well southern organization thought.
267,8695,2023-03-18,2023-03-22,1020.3299999999999,29.1,24.82,9.79,Cancelled,PayPal,Reflect magazine brother Mr marriage.
268,5858,2023-04-04,2023-04-06,6952.93,15.1,20.05,7.79,Pending,Debit Card,Why civil develop who music without cultural.
269,213,2024-11-11,2024-11-19,8316.5,11.34,14.78,12.23,Returned,Debit Card,Gas continue research political laugh president network.
270,9783,2023-02-27,2023-03-05,3296.85,14.16,23.58,10.67,Delivered,Cash,Father state care exactly.
271,3103,2023-11-03,2023-11-06,1042.77,27.7,10.64,17.62,Cancelled,PayPal,Really include staff result security rate.
272,1553,2023-08-11,2023-08-18,5820.28,20.83,11.18,8.43,Delivered,Debit Card,Change cause source phone wish.
273,7265,2022-08-01,2022-08-08,2868.25,21.58,24.45,9.46,Returned,Debit Card,Land heavy degree capital ago opportunity beyond.
274,2286,2022-03-25,2022-04-01,8716.26,21.61,18.09,19.22,Returned,Credit Card,Weight whom take body test.
275,8530,2022-06-06,2022-06-09,6239.66,10.96,7.08,18.88,Pending,PayPal,Beautiful own teacher teach expect discover resource garden.
276,7805,2024-11-10,2024-11-18,8962.36,26.79,20.75,13.15,Delivered,Credit Card,Leader interest talk school protect big.
277,7536,2024-06-02,2024-06-09,125.89,12.83,19.72,12.42,Pending,PayPal,Current candidate rise.
278,6779,2023-07-11,2023-07-13,2859.93,22.53,21.93,12.98,Returned,Debit Card,Strong there contain everyone set of.
279,3433,2023-01-21,2023-01-31,7405.2,29.77,22.19,8.35,Cancelled,PayPal,Project join forward film social.
280,2908,2023-03-20,2023-03-22,1504.1200000000001,22.78,11.4,19.3,Pending,Debit Card,Office pattern arrive teacher west yet.
281,5638,2022-11-01,2022-11-07,2169.5699999999997,11.3,18.76,17.81,Returned,Debit Card,Sense bad if per condition.
282,4926,2023-01-04,2023-01-09,156.89999999999998,18.71,22.71,7.08,Delivered,Cash,Production fire environmental billion produce beat little.
283,5555,2023-04-30,2023-05-02,8748.06,2.31,22.27,18.11,Cancelled,Debit Card,Morning herself pattern rest say today.
284,3152,2022-02-17,2022-02-25,5065.55,16.06,5.15,14.6,Shipped,PayPal,Age bed president staff.
285,7602,2022-02-21,2022-02-25,6073.5,2.66,7.2,12.88,Cancelled,Debit Card,Direction action fill interview.
286,6191,2022-10-21,2022-10-31,0.0,17.4,14.25,16.04,Cancelled,Cash,Simply these easy rather vote down.
287,3533,2022-05-23,2022-05-27,6036.5,18.98,5.49,15.27,Delivered,PayPal,Expect sound pay peace his receive.
288,9180,2024-11-23,2024-12-02,7974.21,22.72,20.04,15.43,Cancelled,Credit Card,Head himself because.
289,2013,2022-07-29,2022-08-03,4365.860000000001,23.9,8.1,15.86,Delivered,Credit Card,Meet most wonder program enter red various.
290,3653,2023-11-04,2023-11-08,1214.25,4.18,20.07,5.01,Cancelled,Debit Card,Consumer approach leave degree example tree.
291,3943,2022-01-08,2022-01-15,6145.89,20.56,10.01,15.99,Returned,PayPal,Build low product table space.
292,5599,2022-11-27,2022-12-03,2818.01,11.04,6.29,13.09,Shipped,PayPal,Picture easy can away meet today Congress.
293,8681,2023-04-07,2023-04-17,8831.5,26.63,23.33,6.28,Pending,Credit Card,Industry student body teacher piece.
294,5688,2022-07-15,2022-07-20,7454.46,12.07,5.56,18.57,Shipped,Debit Card,Science nearly all ahead property fire much several.
295,7780,2024-03-18,2024-03-26,1937.8600000000001,5.72,18.35,18.07,Pending,PayPal,Most significant peace own support friend.
296,9496,2022-10-08,2022-10-17,0.0,24.4,15.93,10.7,Cancelled,Credit Card,Under relationship rate beyond blue.
297,8254,2023-01-15,2023-01-23,9136.77,17.53,13.73,7.09,Shipped,Debit Card,Person kind accept hour.
298,978,2023-10-22,2023-10-29,2186.56,15.74,8.45,13.1,Returned,PayPal,Area provide interview up.
299,4787,2024-12-30,2025-01-07,3879.77,28.81,9.21,11.57,Pending,Debit Card,Recent industry magazine parent.
300,333,2024-07-02,2024-07-07,4841.4400000000005,17.3,22.02,13.17,Shipped,PayPal,Out like easy fast word low window.
301,7649,2024-09-15,2024-09-23,4412.280000000001,27.99,18.29,10.89,Pending,Cash,Really war after real again popular street certainly.
302,4000,2022-11-13,2022-11-18,5094.05,0.49,16.08,10.81,Pending,Cash,Subject deep personal exactly detail start become.
303,6458,2024-11-20,2024-11-24,3609.3999999999996,29.02,8.04,16.54,Shipped,Debit Card,Century wind scientist eat environment model he.
304,5106,2023-08-03,2023-08-11,5124.1,18.26,15.31,17.15,Cancelled,PayPal,Food list there south future team born.
305,1480,2024-07-23,2024-07-26,10267.71,12.99,24.97,8.81,Shipped,Credit Card,Person we test or fear.
306,1557,2024-09-18,2024-09-23,10482.55,1.83,24.01,6.47,Cancelled,Debit Card,Enjoy cover enjoy agent result collection.
307,7071,2022-09-04,2022-09-12,2313.58,5.37,20.03,7.16,Delivered,PayPal,Real case land plant by yourself Mrs.
308,5014,2024-06-05,2024-06-12,8837.56,2.17,20.0,13.0,Delivered,Cash,Culture key direction arrive.
309,2495,2023-06-19,2023-06-27,8810.4,4.89,16.5,6.14,Pending,Credit Card,Management truth save grow apply personal.
310,5116,2022-03-01,2022-03-11,3583.29,15.81,6.6,10.74,Cancelled,Credit Card,Tv where recently national conference but act.
311,2993,2024-04-22,2024-04-24,1187.22,25.99,22.82,9.44,Returned,Credit Card,Necessary writer open go new.
312,7245,2024-10-04,2024-10-07,2471.49,7.86,18.2,7.99,Returned,Credit Card,Agent space chance.
313,2198,2023-02-28,2023-03-08,1986.51,27.05,10.55,19.47,Cancelled,Cash,Boy religious order.
314,8941,2023-08-26,2023-09-04,1880.91,16.33,11.39,12.06,Shipped,Debit Card,Report itself once standard his at.
315,7055,2024-08-26,2024-08-29,4379.9,10.47,22.5,18.67,Delivered,Debit Card,Somebody course player authority continue forget where.
316,8599,2023-02-18,2023-02-23,2794.9500000000003,17.17,11.93,16.14,Pending,Cash,Also standard describe life girl.
317,1109,2022-09-17,2022-09-20,10533.82,19.27,5.31,11.96,Shipped,PayPal,Answer market might tax step.
318,2768,2022-11-17,2022-11-19,5296.95,7.32,18.18,19.86,Pending,Cash,Daughter analysis seem determine ask.
319,7283,2023-02-02,2023-02-10,4680.2,2.83,15.82,8.51,Shipped,Debit Card,Reach realize word both key common.
320,8186,2023-01-02,2023-01-05,2735.28,22.92,10.09,13.62,Delivered,PayPal,Also glass share popular whole could.
321,1082,2022-09-15,2022-09-21,999.4,5.12,23.38,18.0,Shipped,PayPal,Fall water land back produce.
322,2566,2022-10-11,2022-10-15,12662.02,0.17,20.66,12.61,Returned,Credit Card,Argue general interesting class.
323,2966,2024-11-01,2024-11-08,6867.84,1.43,16.73,19.99,Delivered,Debit Card,Receive success itself clear should interest system.
324,7217,2022-10-20,2022-10-23,6098.21,26.19,15.95,6.8,Shipped,Cash,Blue stuff analysis state avoid pull admit.
325,2724,2023-07-19,2023-07-27,2560.5600000000004,10.02,5.91,9.91,Pending,Cash,Relate finally through very long save scientist.
326,2227,2023-12-11,2023-12-16,11908.6,8.36,23.36,5.95,Returned,PayPal,These design know stuff guy exactly ask.
327,888,2024-06-27,2024-07-02,10020.67,7.41,24.28,16.26,Delivered,Credit Card,Gas certainly article attention media.
328,7969,2022-03-03,2022-03-07,1786.76,7.52,12.95,7.28,Shipped,Debit Card,Explain fight likely determine state.
329,4616,2024-06-10,2024-06-20,2912.36,8.87,20.17,18.97,Shipped,Cash,Cultural direction above give three interview.
330,5813,2024-04-03,2024-04-11,1311.72,7.71,16.92,13.88,Shipped,PayPal,Difficult section position bring decide study for.
331,314,2024-10-09,2024-10-19,5169.72,5.73,24.71,12.84,Delivered,Credit Card,Wait door skin appear skill field traditional.
332,9120,2024-04-07,2024-04-13,0.0,12.34,9.92,6.92,Pending,PayPal,Hotel professor behind political.
333,5451,2022-07-28,2022-07-30,3370.75,29.24,20.08,9.09,Returned,Cash,Before whole send those they attack figure everyone.
334,5482,2024-06-17,2024-06-20,1655.5900000000001,17.54,21.73,6.77,Shipped,Debit Card,Parent each evidence trade relationship factor.
335,8000,2022-09-01,2022-09-10,6012.96,5.11,6.19,5.78,Delivered,PayPal,Beat herself prepare charge catch.
336,7710,2022-06-29,2022-07-05,8082.46,17.17,9.63,6.61,Pending,Cash,As summer left western send memory.
337,7937,2023-11-01,2023-11-04,1618.86,28.19,22.08,5.15,Shipped,PayPal,Him nor music respond thousand blood.
338,6464,2023-05-20,2023-05-27,4771.08,15.84,22.79,15.32,Returned,Cash,Fly movie reflect audience strong.
339,7976,2024-11-22,2024-11-29,4824.8099999999995,22.63,14.58,16.71,Returned,Cash,Stock direction carry anything side amount.
340,6178,2023-10-26,2023-11-03,3133.06,28.37,13.85,8.29,Cancelled,Credit Card,Police recognize authority size both participant take government.
341,7700,2024-06-18,2024-06-24,4365.7,7.9,7.96,13.37,Returned,Credit Card,Garden usually true lay.
342,7150,2022-08-06,2022-08-11,6220.87,15.5,9.21,14.59,Delivered,Debit Card,Together evening role mouth wish let easy subject.
343,9595,2024-01-29,2024-02-08,5244.91,18.75,5.09,8.24,Shipped,PayPal,Popular eye tax scientist note if.
344,6589,2024-02-09,2024-02-12,8728.55,0.55,12.92,16.61,Delivered,Cash,Democratic wind attack bank physical.
345,6119,2022-07-25,2022-08-03,7259.65,3.97,23.36,11.28,Delivered,Credit Card,Operation evidence past exactly describe.
346,1617,2024-04-12,2024-04-17,3153.65,12.82,13.01,12.85,Cancelled,PayPal,Performance box beautiful operation material company.
347,4287,2024-04-08,2024-04-12,261.3,25.03,16.07,8.73,Shipped,Cash,Go every serious read lot wear section.
348,4385,2022-08-29,2022-09-06,651.87,4.7,21.6,19.2,Shipped,Debit Card,I key perhaps discover above.
349,3428,2023-08-29,2023-08-31,7369.2,28.69,20.26,10.37,Returned,PayPal,Control type determine recent do.
350,6507,2022-08-28,2022-09-01,3973.1400000000003,1.25,18.07,19.73,Shipped,Debit Card,Child current job security.
351,7668,2022-04-26,2022-05-06,7264.12,26.39,10.81,17.98,Pending,Credit Card,Girl position particularly and.
352,9870,2023-12-19,2023-12-25,2361.4,14.67,19.4,11.83,Delivered,PayPal,Finally local certainly seek.
353,3305,2023-08-29,2023-09-07,3541.55,20.16,18.08,17.84,Pending,PayPal,Plant card table surface present work who.
354,9436,2024-01-03,2024-01-05,3884.99,29.49,14.18,6.02,Delivered,PayPal,Animal organization present among play.
355,5512,2023-10-16,2023-10-24,0.0,17.25,23.92,8.5,Cancelled,Credit Card,Somebody mouth there practice check plant foreign.
356,3287,2022-05-21,2022-05-23,3303.7599999999998,23.2,10.02,10.15,Shipped,Cash,Mrs machine lawyer learn cut argue.
357,9512,2023-02-12,2023-02-22,11596.35,2.9,6.02,17.98,Pending,PayPal,Job partner any scientist relate wall message stock.
358,8142,2024-11-30,2024-12-03,6234.780000000001,28.99,11.28,14.37,Delivered,Debit Card,Once response involve research institution design after.
359,7763,2023-03-05,2023-03-07,6538.9400000000005,25.66,23.24,17.08,Returned,Cash,South hope less attention newspaper.
360,1120,2024-12-29,2025-01-07,9780.0,20.32,13.49,18.85,Returned,Credit Card,Kid friend military charge measure dream.
361,5248,2023-09-03,2023-09-11,9756.85,15.19,8.62,11.15,Delivered,Credit Card,Remember senior traditional recognize feeling laugh culture.
362,526,2022-03-12,2022-03-15,2257.1499999999996,7.91,22.18,11.59,Returned,Cash,Feeling market somebody.
363,1809,2023-03-28,2023-04-06,2659.04,28.23,12.7,17.14,Shipped,Credit Card,Financial either hope American high race heavy really.
364,2353,2023-06-14,2023-06-24,6443.21,25.23,16.74,6.77,Cancelled,PayPal,Condition just measure son behavior sort.
365,4232,2022-01-15,2022-01-19,9880.6,17.32,18.48,5.96,Cancelled,Credit Card,Each character camera author large hold force.
366,4788,2024-01-30,2024-02-09,1768.0,3.0,18.91,15.16,Returned,PayPal,Big wife brother attention finish push.
367,3168,2023-06-20,2023-06-27,16246.12,13.96,9.54,15.59,Delivered,Debit Card,Those foot fall yes head.
368,6822,2022-02-22,2022-03-03,3319.11,6.1,15.59,10.53,Cancelled,Cash,Tonight body watch mean.
369,8079,2024-08-31,2024-09-02,873.08,24.65,13.7,14.33,Delivered,PayPal,Teach of theory east base.
370,1565,2024-06-02,2024-06-12,2106.55,8.13,11.11,5.07,Delivered,Credit Card,Opportunity degree sign professional north rule moment.
371,6056,2022-03-12,2022-03-21,1460.1499999999999,12.31,7.98,16.61,Pending,Credit Card,Coach eight fill movie single.
372,5118,2024-05-23,2024-05-31,3614.61,29.07,5.81,16.53,Returned,Cash,Stock laugh Democrat range turn simply value.
373,9574,2023-01-15,2023-01-19,8174.849999999999,12.33,19.81,7.65,Returned,PayPal,Arrive result can husband compare head film.
374,2521,2024-12-03,2024-12-09,10785.89,13.6,9.12,9.01,Returned,Cash,Bed blood financial try drive.
375,6142,2023-05-22,2023-05-26,0.0,3.45,22.05,18.8,Cancelled,Debit Card,Adult major accept indeed upon positive.
376,6683,2024-08-30,2024-09-07,3195.08,18.93,22.54,19.88,Cancelled,PayPal,Important few recently drop good stay several.
377,7561,2024-05-15,2024-05-25,8029.44,25.09,19.04,19.1,Shipped,Cash,Tree before activity nor.
378,981,2024-04-16,2024-04-19,10164.46,25.19,11.45,19.61,Shipped,PayPal,Join drop study usually.
379,7048,2024-09-08,2024-09-10,4356.849999999999,20.8,14.91,6.81,Delivered,Debit Card,Particularly husband agency able take southern.
380,34,2023-01-16,2023-01-24,0.0,23.04,7.14,9.34,Shipped,Credit Card,Half spend tell bar might history.
381,1004,2023-12-14,2023-12-20,3725.34,28.89,8.16,10.66,Pending,Credit Card,Budget certain team whose world travel capital various.
382,1982,2022-12-25,2022-12-31,80.65,6.03,6.99,15.23,Cancelled,Cash,Enough get race change still.
383,2420,2024-06-20,2024-06-27,4057.51,14.41,24.99,11.57,Shipped,Cash,Our report light military business.
384,1681,2023-11-19,2023-11-28,1378.56,13.17,9.26,19.36,Pending,Cash,Book water agency effort inside front.
385,2924,2023-05-23,2023-05-29,5840.12,29.99,14.17,13.54,Returned,Credit Card,Half size north ten share.
386,3452,2023-05-25,2023-05-31,11003.529999999999,15.35,17.58,12.31,Cancelled,Cash,Card commercial quality week shake owner.
387,2220,2023-11-06,2023-11-14,4582.67,27.99,8.36,18.26,Pending,Debit Card,Still as right professional one general story.
388,5112,2022-05-29,2022-06-05,7536.2,7.4,6.44,14.61,Shipped,Credit Card,Allow ball data why single remain.
389,8361,2024-09-24,2024-10-01,9355.51,9.27,13.42,18.29,Shipped,PayPal,Important day probably attack leader war.
390,888,2022-05-10,2022-05-18,6197.21,24.78,12.68,12.01,Returned,Debit Card,Attention must current woman Mr.
391,3346,2022-01-09,2022-01-11,5006.639999999999,13.08,5.43,15.41,Pending,PayPal,Country large although political north power example.
392,538,2023-08-26,2023-09-02,6818.75,19.89,8.7,18.65,Shipped,PayPal,Sound quality sister want trouble election data.
393,7722,2024-06-27,2024-06-29,2342.76,6.79,22.3,7.32,Pending,Cash,Top again nature second official Democrat guess.
394,7194,2024-02-07,2024-02-15,2572.26,13.06,24.4,9.3,Pending,PayPal,Bank among office.
395,2929,2022-05-27,2022-06-01,3695.85,8.33,17.54,14.78,Cancelled,PayPal,Must interesting often beautiful especially consider myself.
396,5488,2023-06-24,2023-06-29,4997.24,6.71,8.33,19.49,Cancelled,Credit Card,Program rather read continue range tell shake again.
397,9014,2024-09-07,2024-09-16,3806.79,19.97,12.31,18.34,Shipped,Credit Card,Hair building wife front now language find.
398,7424,2022-06-12,2022-06-19,3389.8599999999997,6.73,7.31,10.67,Cancelled,Cash,My environmental not prepare every.
399,5848,2023-02-21,2023-02-27,3868.79,9.97,12.45,11.13,Delivered,Credit Card,Weight air forget million follow mention.
400,7217,2022-05-03,2022-05-05,5733.0,0.33,19.7,14.98,Cancelled,Credit Card,Generation understand move.
